term,all_text,labels,valid_until,country_codes,countries,node_id,sourceID,address,name,jurisdiction_description,service_provider,jurisdiction,closed_date,incorporation_date,ibcRUC,type,status,company_type,note,filename,inactivation_date,struck_off_date,all_text_low
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58056194_Paradise Papers - Malta corporate registry_89, TRIQ IGNAZIO SAVERIO MIFSUD, BIRKIRKARA_89, TRIQ IGNAZIO SAVERIO MIFSUD, BIRKIRKARA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58056194,Paradise Papers - Malta corporate registry,"89, TRIQ IGNAZIO SAVERIO MIFSUD, BIRKIRKARA","89, TRIQ IGNAZIO SAVERIO MIFSUD, BIRKIRKARA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58056194_paradise papers - malta corporate registry_89, triq ignazio saverio mifsud, birkirkara_89, triq ignazio saverio mifsud, birkirkara_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58056975_Paradise Papers - Malta corporate registry_CASA BORG, SIR UGO MIFSUD STREET, LIJA_CASA BORG, SIR UGO MIFSUD STREET, LIJA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58056975,Paradise Papers - Malta corporate registry,"CASA BORG, SIR UGO MIFSUD STREET, LIJA","CASA BORG, SIR UGO MIFSUD STREET, LIJA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58056975_paradise papers - malta corporate registry_casa borg, sir ugo mifsud street, lija_casa borg, sir ugo mifsud street, lija_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58057284_Paradise Papers - Malta corporate registry_CASA IRVI, TRIQ IL-KAPPILLAN MIFSUD, HAMRUN, MALTA_CASA IRVI, TRIQ IL-KAPPILLAN MIFSUD, HAMRUN, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58057284,Paradise Papers - Malta corporate registry,"CASA IRVI, TRIQ IL-KAPPILLAN MIFSUD, HAMRUN, MALTA","CASA IRVI, TRIQ IL-KAPPILLAN MIFSUD, HAMRUN, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58057284_paradise papers - malta corporate registry_casa irvi, triq il-kappillan mifsud, hamrun, malta_casa irvi, triq il-kappillan mifsud, hamrun, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58057462_Paradise Papers - Malta corporate registry_AIDA, P.P. MIFSUD STREET, HAMRUN_AIDA, P.P. MIFSUD STREET, HAMRUN_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58057462,Paradise Papers - Malta corporate registry,"AIDA, P.P. MIFSUD STREET, HAMRUN","AIDA, P.P. MIFSUD STREET, HAMRUN",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58057462_paradise papers - malta corporate registry_aida, p.p. mifsud street, hamrun_aida, p.p. mifsud street, hamrun_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58057842_Paradise Papers - Malta corporate registry_AMOUR DE STUPLAFAIRE MONS MIKELANG MIFSUD, SANTA MARGERITA MOSTA_AMOUR DE STUPLAFAIRE MONS MIKELANG MIFSUD, SANTA MARGERITA MOSTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58057842,Paradise Papers - Malta corporate registry,"AMOUR DE STUPLAFAIRE MONS MIKELANG MIFSUD, SANTA MARGERITA MOSTA","AMOUR DE STUPLAFAIRE MONS MIKELANG MIFSUD, SANTA MARGERITA MOSTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58057842_paradise papers - malta corporate registry_amour de stuplafaire mons mikelang mifsud, santa margerita mosta_amour de stuplafaire mons mikelang mifsud, santa margerita mosta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58057861_Paradise Papers - Malta corporate registry_CASA ZAMMIT, MONS. ALFREDO MIFSUD STREET, TA' XBIEX MSD 11_CASA ZAMMIT, MONS. ALFREDO MIFSUD STREET, TA' XBIEX MSD 11_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58057861,Paradise Papers - Malta corporate registry,"CASA ZAMMIT, MONS. ALFREDO MIFSUD STREET, TA' XBIEX MSD 11","CASA ZAMMIT, MONS. ALFREDO MIFSUD STREET, TA' XBIEX MSD 11",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58057861_paradise papers - malta corporate registry_casa zammit, mons. alfredo mifsud street, ta' xbiex msd 11_casa zammit, mons. alfredo mifsud street, ta' xbiex msd 11_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58058187_Paradise Papers - Malta corporate registry_ADESSO MODA, PARISH PRIEST MIFSUD STREET, HAMRUNHMR 10, MALTA_ADESSO MODA, PARISH PRIEST MIFSUD STREET, HAMRUNHMR 10, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58058187,Paradise Papers - Malta corporate registry,"ADESSO MODA, PARISH PRIEST MIFSUD STREET, HAMRUNHMR 10, MALTA","ADESSO MODA, PARISH PRIEST MIFSUD STREET, HAMRUNHMR 10, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58058187_paradise papers - malta corporate registry_adesso moda, parish priest mifsud street, hamrunhmr 10, malta_adesso moda, parish priest mifsud street, hamrunhmr 10, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58058467_Paradise Papers - Malta corporate registry_CENTRO CASALINGA, PARISH PRIEST MIFSUD STREET, SANTA VENERAHMR 10, MALTA_CENTRO CASALINGA, PARISH PRIEST MIFSUD STREET, SANTA VENERAHMR 10, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58058467,Paradise Papers - Malta corporate registry,"CENTRO CASALINGA, PARISH PRIEST MIFSUD STREET, SANTA VENERAHMR 10, MALTA","CENTRO CASALINGA, PARISH PRIEST MIFSUD STREET, SANTA VENERAHMR 10, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58058467_paradise papers - malta corporate registry_centro casalinga, parish priest mifsud street, santa venerahmr 10, malta_centro casalinga, parish priest mifsud street, santa venerahmr 10, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58059106_Paradise Papers - Malta corporate registry_BEATRIX, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA_BEATRIX, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58059106,Paradise Papers - Malta corporate registry,"BEATRIX, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA","BEATRIX, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58059106_paradise papers - malta corporate registry_beatrix, ignazio saverio mifsud street, birkirkara_beatrix, ignazio saverio mifsud street, birkirkara_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58059179_Paradise Papers - Malta corporate registry_CONVERTED TO P 685 - VILLA GRECH MIFSUD, MAIN STREET, MOSTAMST 06, MALTA_CONVERTED TO P 685 - VILLA GRECH MIFSUD, MAIN STREET, MOSTAMST 06, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58059179,Paradise Papers - Malta corporate registry,"CONVERTED TO P 685 - VILLA GRECH MIFSUD, MAIN STREET, MOSTAMST 06, MALTA","CONVERTED TO P 685 - VILLA GRECH MIFSUD, MAIN STREET, MOSTAMST 06, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58059179_paradise papers - malta corporate registry_converted to p 685 - villa grech mifsud, main street, mostamst 06, malta_converted to p 685 - villa grech mifsud, main street, mostamst 06, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58062136_Paradise Papers - Malta corporate registry_BELFIOR, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA_BELFIOR, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58062136,Paradise Papers - Malta corporate registry,"BELFIOR, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA","BELFIOR, IGNAZIO SAVERIO MIFSUD STREET, BIRKIRKARA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58062136_paradise papers - malta corporate registry_belfior, ignazio saverio mifsud street, birkirkara_belfior, ignazio saverio mifsud street, birkirkara_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58063447_Paradise Papers - Malta corporate registry_BED OF ROSES, TRIQ P. PELAGJU MIFSUD, ZEBBUG_BED OF ROSES, TRIQ P. PELAGJU MIFSUD, ZEBBUG_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58063447,Paradise Papers - Malta corporate registry,"BED OF ROSES, TRIQ P. PELAGJU MIFSUD, ZEBBUG","BED OF ROSES, TRIQ P. PELAGJU MIFSUD, ZEBBUG",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58063447_paradise papers - malta corporate registry_bed of roses, triq p. pelagju mifsud, zebbug_bed of roses, triq p. pelagju mifsud, zebbug_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58063545_Paradise Papers - Malta corporate registry_BLOCK B, DOOR 2, FLAT 9, TRIQ SIR UGO MIFSUD, BINI TAL-GVERN, LIJA_BLOCK B, DOOR 2, FLAT 9, TRIQ SIR UGO MIFSUD, BINI TAL-GVERN, LIJA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58063545,Paradise Papers - Malta corporate registry,"BLOCK B, DOOR 2, FLAT 9, TRIQ SIR UGO MIFSUD, BINI TAL-GVERN, LIJA","BLOCK B, DOOR 2, FLAT 9, TRIQ SIR UGO MIFSUD, BINI TAL-GVERN, LIJA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58063545_paradise papers - malta corporate registry_block b, door 2, flat 9, triq sir ugo mifsud, bini tal-gvern, lija_block b, door 2, flat 9, triq sir ugo mifsud, bini tal-gvern, lija_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58063664_Paradise Papers - Malta corporate registry_C/0 DR. MELVYN MIFSUD 123, TRIQ GUZE HOWARD STREET, SLIEMA_C/0 DR. MELVYN MIFSUD 123, TRIQ GUZE HOWARD STREET, SLIEMA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58063664,Paradise Papers - Malta corporate registry,"C/0 DR. MELVYN MIFSUD 123, TRIQ GUZE HOWARD STREET, SLIEMA","C/0 DR. MELVYN MIFSUD 123, TRIQ GUZE HOWARD STREET, SLIEMA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58063664_paradise papers - malta corporate registry_c/0 dr. melvyn mifsud 123, triq guze howard street, sliema_c/0 dr. melvyn mifsud 123, triq guze howard street, sliema_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58063858_Paradise Papers - Malta corporate registry_BETFAIR, TRIQ IL-KAPPILLAN MIFSUD, SANTA VENERA SVR 1851_BETFAIR, TRIQ IL-KAPPILLAN MIFSUD, SANTA VENERA SVR 1851_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58063858,Paradise Papers - Malta corporate registry,"BETFAIR, TRIQ IL-KAPPILLAN MIFSUD, SANTA VENERA SVR 1851","BETFAIR, TRIQ IL-KAPPILLAN MIFSUD, SANTA VENERA SVR 1851",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58063858_paradise papers - malta corporate registry_betfair, triq il-kappillan mifsud, santa venera svr 1851_betfair, triq il-kappillan mifsud, santa venera svr 1851_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58063967_Paradise Papers - Malta corporate registry_ELKI, PARISH PRIEST MIFSUD STREET, SANTA VENERA_ELKI, PARISH PRIEST MIFSUD STREET, SANTA VENERA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58063967,Paradise Papers - Malta corporate registry,"ELKI, PARISH PRIEST MIFSUD STREET, SANTA VENERA","ELKI, PARISH PRIEST MIFSUD STREET, SANTA VENERA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58063967_paradise papers - malta corporate registry_elki, parish priest mifsud street, santa venera_elki, parish priest mifsud street, santa venera_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58064130_Paradise Papers - Malta corporate registry_CASA ZAMMIT, MGR. A. MIFSUD STR, TA' XBIEX_CASA ZAMMIT, MGR. A. MIFSUD STR, TA' XBIEX_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58064130,Paradise Papers - Malta corporate registry,"CASA ZAMMIT, MGR. A. MIFSUD STR, TA' XBIEX","CASA ZAMMIT, MGR. A. MIFSUD STR, TA' XBIEX",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58064130_paradise papers - malta corporate registry_casa zammit, mgr. a. mifsud str, ta' xbiex_casa zammit, mgr. a. mifsud str, ta' xbiex_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58064307_Paradise Papers - Malta corporate registry_Berkeley Court Office Mons. Mikelang Mifsud Street, MOSTA, MALTA_Berkeley Court Office Mons. Mikelang Mifsud Street, MOSTA, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58064307,Paradise Papers - Malta corporate registry,"Berkeley Court Office Mons. Mikelang Mifsud Street, MOSTA, MALTA","Berkeley Court Office Mons. Mikelang Mifsud Street, MOSTA, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58064307_paradise papers - malta corporate registry_berkeley court office mons. mikelang mifsud street, mosta, malta_berkeley court office mons. mikelang mifsud street, mosta, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58064473_Paradise Papers - Malta corporate registry_ESPLANADE NO. 1, MONS ALFRED MIFSUD STREET, BIRKIRKARABKR1137, MALTA_ESPLANADE NO. 1, MONS ALFRED MIFSUD STREET, BIRKIRKARABKR1137, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58064473,Paradise Papers - Malta corporate registry,"ESPLANADE NO. 1, MONS ALFRED MIFSUD STREET, BIRKIRKARABKR1137, MALTA","ESPLANADE NO. 1, MONS ALFRED MIFSUD STREET, BIRKIRKARABKR1137, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58064473_paradise papers - malta corporate registry_esplanade no. 1, mons alfred mifsud street, birkirkarabkr1137, malta_esplanade no. 1, mons alfred mifsud street, birkirkarabkr1137, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58064591_Paradise Papers - Malta corporate registry_BLOCK B, DOOR 2, FLAT 2 SIR UGO MIFSUD STREET, LIJA, MALTA_BLOCK B, DOOR 2, FLAT 2 SIR UGO MIFSUD STREET, LIJA, MALTA_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58064591,Paradise Papers - Malta corporate registry,"BLOCK B, DOOR 2, FLAT 2 SIR UGO MIFSUD STREET, LIJA, MALTA","BLOCK B, DOOR 2, FLAT 2 SIR UGO MIFSUD STREET, LIJA, MALTA",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58064591_paradise papers - malta corporate registry_block b, door 2, flat 2 sir ugo mifsud street, lija, malta_block b, door 2, flat 2 sir ugo mifsud street, lija, malta_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58064879_Paradise Papers - Malta corporate registry_BLOCK 4, HOUSE 2, TREJQET PATRI PELAGJU MIFSUD, PEMBROKE_BLOCK 4, HOUSE 2, TREJQET PATRI PELAGJU MIFSUD, PEMBROKE_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58064879,Paradise Papers - Malta corporate registry,"BLOCK 4, HOUSE 2, TREJQET PATRI PELAGJU MIFSUD, PEMBROKE","BLOCK 4, HOUSE 2, TREJQET PATRI PELAGJU MIFSUD, PEMBROKE",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58064879_paradise papers - malta corporate registry_block 4, house 2, trejqet patri pelagju mifsud, pembroke_block 4, house 2, trejqet patri pelagju mifsud, pembroke_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58066101_Paradise Papers - Malta corporate registry_CASA IRVI, TRIQ IL-KAPPILLAN MIFSUD, HAMRUN_CASA IRVI, TRIQ IL-KAPPILLAN MIFSUD, HAMRUN_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58066101,Paradise Papers - Malta corporate registry,"CASA IRVI, TRIQ IL-KAPPILLAN MIFSUD, HAMRUN","CASA IRVI, TRIQ IL-KAPPILLAN MIFSUD, HAMRUN",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58066101_paradise papers - malta corporate registry_casa irvi, triq il-kappillan mifsud, hamrun_casa irvi, triq il-kappillan mifsud, hamrun_na_na_na_na_na_na_na_na_na_na"
mifsud,"NA_Malta corporate registry data is current through 2016_NA_NA_58066216_Paradise Papers - Malta corporate registry_Flat 1, Tas Salvatur Court, Triq R. Mifsud Bonnici, LIJA LJA1403_Flat 1, Tas Salvatur Court, Triq R. Mifsud Bonnici, LIJA LJA1403_NA_NA_NA_NA_NA_NA_NA_NA_NA_NA",,Malta corporate registry data is current through 2016,,,58066216,Paradise Papers - Malta corporate registry,"Flat 1, Tas Salvatur Court, Triq R. Mifsud Bonnici, LIJA LJA1403","Flat 1, Tas Salvatur Court, Triq R. Mifsud Bonnici, LIJA LJA1403",,,,,,,,,,,offshoreleaks-data-packages/raw-data/csv_paradise_papers.2018-02-14/paradise_papers.nodes.address.csv,,,"na_malta corporate registry data is current through 2016_na_na_58066216_paradise papers - malta corporate registry_flat 1, tas salvatur court, triq r. mifsud bonnici, lija lja1403_flat 1, tas salvatur court, triq r. mifsud bonnici, lija lja1403_na_na_na_na_na_na_na_na_na_na"
